tr|A0A2N1ZDW8|A0A2N1ZDW8_9GAMM,7.212238
tr|A0A1R1LDV1|A0A1R1LDV1_9GAMM,26.780158
tr|A0A1R1LDV1|A0A1R1LDV1_9GAMM,26.518986
tr|A0A1R1LDV1|A0A1R1LDV1_9GAMM,23.706525
tr|A0A1R1LDV1|A0A1R1LDV1_9GAMM,19.854083
tr|X7E3Y8|X7E3Y8_9GAMM,25.37395
tr|X7E3Y8|X7E3Y8_9GAMM,25.581433
tr|A0A7W9ZIS0|A0A7W9ZIS0_NOVIT,22.7
tr|A0A367W222|A0A367W222_9PROT,4.749588
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.221787
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.02619
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,29.980283
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,30.496383
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,22.165567
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,21.643283
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,4.216697
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,23.349542
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,4.216697
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,21.643283
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.0621
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.02619
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,19.776808
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,12.83445
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,19.854083
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.0621
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,25.02619
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,15.033492
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,27.617558
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,19.776808
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,18.342533
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,21.643283
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,26.050367
tr|A0A3B0U1X0|A0A3B0U1X0_9ZZZZ,30.496383
tr|A0A2D4TDY5|A0A2D4TDY5_9GAMM,13.0
tr|A0A2D4TDY5|A0A2D4TDY5_9GAMM,-0.351
tr|A0A2D4TDY5|A0A2D4TDY5_9GAMM,0.0097
tr|A0A7X0JQR8|A0A7X0JQR8_9GAMM,15.161277
tr|A0A7X0JQR8|A0A7X0JQR8_9GAMM,17.041483
tr|A0A7X0JQR8|A0A7X0JQR8_9GAMM,27.617558
tr|A0A7X0JQR8|A0A7X0JQR8_9GAMM,16.832058
tr|A0A7X0JQR8|A0A7X0JQR8_9GAMM,27.617558
tr|A0A966X4W5|A0A966X4W5_9GAMM,24.96555
tr|A0A966X4W5|A0A966X4W5_9GAMM,19.1288
tr|A0A966X4W5|A0A966X4W5_9GAMM,22.250309
tr|A0A966X4W5|A0A966X4W5_9GAMM,18.732683
tr|A0A966X4W5|A0A966X4W5_9GAMM,20.3973
tr|A0A966X4W5|A0A966X4W5_9GAMM,24.96555
tr|A0A966X4W5|A0A966X4W5_9GAMM,27.723425
tr|A0A5N0T6G9|A0A5N0T6G9_9GAMM,27.119358
tr|A0A5N0T6G9|A0A5N0T6G9_9GAMM,30.496383
tr|A0A5N0T6G9|A0A5N0T6G9_9GAMM,31.144
tr|A0A5N0T6G9|A0A5N0T6G9_9GAMM,25.0621
tr|A0A554XA21|A0A554XA21_9BURK,-0.6
tr|A0A554XA21|A0A554XA21_9BURK,-0.655
tr|A0A554XA21|A0A554XA21_9BURK,-0.55
tr|A0A554XA21|A0A554XA21_9BURK,-1.5
tr|A0A554XA21|A0A554XA21_9BURK,-1.45
tr|A0A976CAY8|A0A976CAY8_9PROT,23.706525
tr|A0A976CAY8|A0A976CAY8_9PROT,23.706525
tr|A0A976CAY8|A0A976CAY8_9PROT,10.21177
tr|A0A976CAY8|A0A976CAY8_9PROT,10.21177
tr|A0A1Y5TW35|A0A1Y5TW35_9PROT,27.589917
tr|A0A1Y5TW35|A0A1Y5TW35_9PROT,23.799133
tr|A0Z4E8|A0Z4E8_9GAMM,18.342533
tr|A0A2D9STF5|A0A2D9STF5_9GAMM,17.36746
tr|Q1YRL1|Q1YRL1_9GAMM,4.936634
tr|Q1YRL1|Q1YRL1_9GAMM,0.45883
tr|Q1YRL1|Q1YRL1_9GAMM,0.45883
tr|A0A3C0KWH2|A0A3C0KWH2_9GAMM,-2.7225
tr|A0A3C0KWH2|A0A3C0KWH2_9GAMM,-1.7425
tr|A0A5Q2QCS5|A0A5Q2QCS5_9GAMM,12.83445
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,23.82575
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,23.82575
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.8684
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.050367
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.119358
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.617558
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.329517
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.681
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.980283
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.089367
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.812225
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.59865
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,22.250309
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,30.454
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,24.948842
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.723425
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.59865
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,31.2
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,30.867
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,31.021
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.2314
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.62925
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.080167
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.4091
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,31.144
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.965433
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.323117
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.581433
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.824383
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.117663
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.37395
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.818233
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.812225
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.494408
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,23.706525
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,21.81684
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,25.0621
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.532035
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.891
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,30.436
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.576175
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.681
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,27.891
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,29.913
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,21.81495
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.34018
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,23.042
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,26.576175
tr|A0A2G6IMY9|A0A2G6IMY9_9RHOB,30.509
