tr_A0A2N1ZDW8_A0A2N1ZDW8_9GAMM,7.212238
tr_A0A1R1LDV1_A0A1R1LDV1_9GAMM,26.780158
tr_A0A1R1LDV1_A0A1R1LDV1_9GAMM,26.518986
tr_A0A1R1LDV1_A0A1R1LDV1_9GAMM,23.706525
tr_A0A1R1LDV1_A0A1R1LDV1_9GAMM,19.854083
tr_X7E3Y8_X7E3Y8_9GAMM,25.37395
tr_X7E3Y8_X7E3Y8_9GAMM,25.581433
tr_A0A7W9ZIS0_A0A7W9ZIS0_NOVIT,22.7
tr_A0A367W222_A0A367W222_9PROT,4.749588
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.221787
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.02619
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,29.980283
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,30.496383
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,22.165567
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,21.643283
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,4.216697
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,23.349542
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,4.216697
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,21.643283
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.0621
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.02619
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,19.776808
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,12.83445
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,19.854083
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.0621
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,25.02619
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,15.033492
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,27.617558
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,19.776808
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,18.342533
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,21.643283
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,26.050367
tr_A0A3B0U1X0_A0A3B0U1X0_9ZZZZ,30.496383
tr_A0A2D4TDY5_A0A2D4TDY5_9GAMM,13.0
tr_A0A2D4TDY5_A0A2D4TDY5_9GAMM,-0.351
tr_A0A2D4TDY5_A0A2D4TDY5_9GAMM,0.0097
tr_A0A7X0JQR8_A0A7X0JQR8_9GAMM,15.161277
tr_A0A7X0JQR8_A0A7X0JQR8_9GAMM,17.041483
tr_A0A7X0JQR8_A0A7X0JQR8_9GAMM,27.617558
tr_A0A7X0JQR8_A0A7X0JQR8_9GAMM,16.832058
tr_A0A7X0JQR8_A0A7X0JQR8_9GAMM,27.617558
tr_A0A966X4W5_A0A966X4W5_9GAMM,24.96555
tr_A0A966X4W5_A0A966X4W5_9GAMM,19.1288
tr_A0A966X4W5_A0A966X4W5_9GAMM,22.250309
tr_A0A966X4W5_A0A966X4W5_9GAMM,18.732683
tr_A0A966X4W5_A0A966X4W5_9GAMM,20.3973
tr_A0A966X4W5_A0A966X4W5_9GAMM,24.96555
tr_A0A966X4W5_A0A966X4W5_9GAMM,27.723425
tr_A0A5N0T6G9_A0A5N0T6G9_9GAMM,27.119358
tr_A0A5N0T6G9_A0A5N0T6G9_9GAMM,30.496383
tr_A0A5N0T6G9_A0A5N0T6G9_9GAMM,31.144
tr_A0A5N0T6G9_A0A5N0T6G9_9GAMM,25.0621
tr_A0A554XA21_A0A554XA21_9BURK,-0.6
tr_A0A554XA21_A0A554XA21_9BURK,-0.655
tr_A0A554XA21_A0A554XA21_9BURK,-0.55
tr_A0A554XA21_A0A554XA21_9BURK,-1.5
tr_A0A554XA21_A0A554XA21_9BURK,-1.45
tr_A0A976CAY8_A0A976CAY8_9PROT,23.706525
tr_A0A976CAY8_A0A976CAY8_9PROT,23.706525
tr_A0A976CAY8_A0A976CAY8_9PROT,10.21177
tr_A0A976CAY8_A0A976CAY8_9PROT,10.21177
tr_A0A1Y5TW35_A0A1Y5TW35_9PROT,27.589917
tr_A0A1Y5TW35_A0A1Y5TW35_9PROT,23.799133
tr_A0Z4E8_A0Z4E8_9GAMM,18.342533
tr_A0A2D9STF5_A0A2D9STF5_9GAMM,17.36746
tr_Q1YRL1_Q1YRL1_9GAMM,4.936634
tr_Q1YRL1_Q1YRL1_9GAMM,0.45883
tr_Q1YRL1_Q1YRL1_9GAMM,0.45883
tr_A0A3C0KWH2_A0A3C0KWH2_9GAMM,-2.7225
tr_A0A3C0KWH2_A0A3C0KWH2_9GAMM,-1.7425
tr_A0A5Q2QCS5_A0A5Q2QCS5_9GAMM,12.83445
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,23.82575
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,23.82575
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.8684
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.050367
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.119358
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.617558
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.329517
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.681
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.980283
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.089367
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.812225
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.59865
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,22.250309
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,30.454
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,24.948842
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.723425
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.59865
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,31.2
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,30.867
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,31.021
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.2314
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.62925
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.080167
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.4091
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,31.144
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.965433
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.323117
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.581433
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.824383
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.117663
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.37395
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.818233
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.812225
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.494408
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,23.706525
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,21.81684
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,25.0621
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.532035
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.891
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,30.436
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.576175
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.681
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,27.891
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,29.913
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,21.81495
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.34018
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,23.042
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,26.576175
tr_A0A2G6IMY9_A0A2G6IMY9_9RHOB,30.509
